rule,applicable_to,rule_location,type,implemented,rule_file,rule_element,rule_code,context_required,rule_id,uid
Defining terms within a topic: Ensure <glossentry> referenced in map with <glossref>. Embed term/acronym in <term> tag. Add @keyref attribute to <term> referencing @keys attribute in <glossref>.,"Task, Concept, Reference, Troubleshooting, Learning overview, Scripts, Field definitions",51,rng,True,ryffineCommonElements.rng / ryffineMap.rng,"<define name=""term""> / <define name=""glossref"">","<optional>\n        <attribute name=""keyref"">\n          <data type=""string""/>\n        </attribute>\n      </optional> (in term)\n\n<element name=""glossref"">\n      <attribute name=""href"">\n        <data type=""string""/>\n      </attribute>\n ...\n</element> (glossref structure)",False,282,4b302723-b6e8-4c53-8ddc-9147c1c9948a
"Do not use <term> to define acronyms within the text. Instead, use <abbreviated-form>.","Task, Concept, Reference, Troubleshooting, Learning overview, Scripts, Field definitions",51,semantic,False,,,,False,283,9b1f8675-a829-47b4-a4ac-b88d73a1cdb6
Using Acronyms (in <glossentry>): Add <glossBody> after <glossdef>. Nest <glossSurfaceForm> in <glossBody> for first-use form. Add <glossAlt> after <glossSurfaceForm>. Nest <glossAcronym> in <glossAlt> for acronym.,Glossary terms,51,rng,True,ryffineGlossentry.rng,"<define name=""glossBody"">","<choice>\n        <group> <!-- Case: Acronym/Abbreviation is present (via glossAlt) -->\n          <ref name=""glossSurfaceForm""/>\n          <ref name=""glossAlt""/>\n        </group>\n        ...\n      </choice>",False,284,d5486c5d-04f8-444e-acd1-8b5da0ba4ee0
"Stylesheet treats <abbreviated-form> as if it were a <term> element for online presentations (rollover text), as DITA does not allow both <abbreviated-form> and <term> at the same time.","Task, Concept, Reference, Troubleshooting, Learning overview, Scripts, Field definitions",52,semantic,False,,,,False,285,675bf028-4e8e-424a-b7a8-3b369bbfd476
"Learning overview topic structure: <learningOverview> (req), <title> (req), <prolog> (req), <learningOverviewbody> (req).",Learning overview,53,rng,True,ryffineLearningOverview.rng,"<define name=""learningOverview"">","<element name=""learningOverview"">\n      <ref name=""id-atts""/>\n      <ref name=""lang-atts""/>\n      <ref name=""title""/>\n      <ref name=""prolog""/>\n      <ref name=""learningOverviewbody""/>\n    </element>",False,286,936275fb-01fe-49a5-aec4-8a7d64af2025
"<learningOverviewbody> structure: <lcIntro> (req), <lcAudience> (req), <lcDuration> (req), <lcPrereqs> (opt), <lcObjectives> (req), <lcResources> (opt), <section><title>Instructor Notes</title> (opt), <section> (opt), <section><title>Outline</title> (generated).",Learning overview,53,rng,True,ryffineLearningOverview.rng,"<define name=""learningOverviewbody"">","<element name=""learningOverviewbody"">\n      <ref name=""lcIntro""/>\n      <ref name=""lcAudience""/>\n      <ref name=""lcDuration""/>\n      <optional>\n        <ref name=""lcPrereqs""/>\n      </optional>\n      <ref name=""lcObjectives""/>\n      <optional>\n        <ref name=""lcResources""/>\n      </optional>\n      <zeroOrMore>\n        <ref name=""section""/>\n      </zeroOrMore>\n    </element>",False,287,9dc2ebc2-cb97-4ba7-91c3-69e6f2b6112b
"Nest a <title> element in each and every one of the following sections of <learningOverviewBody> (lcIntro, lcAudience, lcDuration, lcPrereqs, lcObjectives, lcResources) to provide a heading. Template includes these.",Learning overview,53,rng,True,ryffineLearningOverview.rng,"<define name=""lcIntro""> (example)","<ref name=""title""/> (as direct child of lcIntro, lcAudience etc.)",False,288,c32517b9-6b9d-40fe-adca-1265a0c455ed
Use an <lcIntro> element to provide a summary description of the training course. It must contain a <title> and one or more <p>.,Learning overview,53,rng,True,ryffineLearningOverview.rng,"<define name=""lcIntro"">","<element name=""lcIntro"">\n        <ref name=""title""/>\n      <oneOrMore>\n        <ref name=""p""/>\n      </oneOrMore>\n    </element>",False,289,3d2b977e-7524-43d5-8f3c-70ed1b4ff1f4
Use an <lcAudience> element to describe the intended audience for the training. It must contain a <title> and mixed content.,Learning overview,53,rng,True,ryffineLearningOverview.rng,"<define name=""lcAudience"">","<element name=""lcAudience"">\n        <ref name=""title""/>\n      <mixed>\n        <zeroOrMore>\n          <ref name=""common.inline""/>\n        </zeroOrMore>\n      </mixed>\n    </element>",False,290,1a3678e2-6537-4850-8466-acd1a6681451
Use an <lcDuration> element to estimate time. It must contain a <title> and <lcTime>. <lcTime> has a required @time attribute and text content.,Learning overview,53,rng,True,ryffineLearningOverview.rng,"<define name=""lcDuration""> / <define name=""lcTime"">","<element name=""lcDuration"">\n        <ref name=""title""/>\n      <ref name=""lcTime""/>\n    </element>\n\n<element name=""lcTime"">\n      <attribute name=""time"">\n        <data type=""string""/>\n      </attribute>\n      <text/>\n    </element>",False,291,c59d1c55-62dd-4550-bec7-02462651217c
Use an <lcPrereqs> element to list readings/activities student should complete prior. It must contain a <title> and one or more <p>.,Learning overview,54,rng,True,ryffineLearningOverview.rng,"<define name=""lcPrereqs"">","<element name=""lcPrereqs"">\n        <ref name=""title""/>\n      <oneOrMore>\n        <ref name=""p""/>\n      </oneOrMore>\n    </element>",False,292,45c25b90-483b-465c-aa69-33d4a489d701
"Use an <lcObjectives> element as container for lesson objectives. It must contain a <title>, optional <lcObjectivesStem>, and one or more <lcObjectivesGroup>.",Learning overview,54,rng,True,ryffineLearningOverview.rng,"<define name=""lcObjectives"">","<element name=""lcObjectives"">\n        <ref name=""title""/>\n      <optional>\n        <ref name=""lcObjectivesStem""/>\n      </optional>\n      <oneOrMore>\n          <ref name=""lcObjectivesGroup""/>\n      </oneOrMore>\n    </element>",False,293,ec3c8955-3d7b-4903-9b2a-29ad840b311c
<lcObjectivesStem> provides introductory sentence for objectives. It contains mixed content.,Learning overview,54,rng,True,ryffineLearningOverview.rng,"<define name=""lcObjectivesStem"">","<element name=""lcObjectivesStem"">\n      <mixed>\n        <zeroOrMore>\n          <ref name=""common.inline""/>\n        </zeroOrMore>\n      </mixed>\n    </element>",False,294,9b3ab552-6949-43f1-9300-b544fd743bbb
<lcObjectivesGroup> is a container topic for one or more <lcObjective> elements.,Learning overview,54,rng,True,ryffineLearningOverview.rng,"<define name=""lcObjectivesGroup"">","<element name=""lcObjectivesGroup"">\n      <oneOrMore>\n        <ref name=""lcObjective""/>\n      </oneOrMore>\n    </element>",False,295,1025c823-b15d-4a51-8996-e19fbcafc499
"<lcObjective> contains the objective text directly, using <ph> elements for conrefs. Cannot use regular block elements within.",Learning overview,54-55,rng,True,ryffineLearningOverview.rng,"<define name=""lcObjective"">","<element name=""lcObjective"">\n      <mixed>\n        <zeroOrMore>\n          <ref name=""ph""/>\n        </zeroOrMore>\n      </mixed>\n    </element>",False,296,035d2e78-b856-46af-b6ba-635507c5b337
Use an <lcResources> element to list supporting content/readings. It must contain a <title> and one or more <p>.,Learning overview,55,rng,True,ryffineLearningOverview.rng,"<define name=""lcResources"">","<element name=""lcResources"">\n        <ref name=""title""/>\n      <oneOrMore>\n        <ref name=""p""/>\n      </oneOrMore>\n    </element>",False,297,5ed7a8b3-c91d-459c-86ae-86fd0dca4638
Optional <section><title>Instructor Notes</title> after <lcResources> to provide guidance to instructor.,Learning overview,55,rng,True,ryffineLearningOverview.rng / ryffineCommonElements.rng,"<define name=""learningOverviewbody""> / <define name=""section"">","<zeroOrMore>\n        <ref name=""section""/>\n      </zeroOrMore> (in learningOverviewbody)\n\n<element name=""section"">\n    <ref name=""id-atts""/>\n    <ref name=""title""/>\n    ...\n  </element>",False,298,6f10446b-bfce-456b-80a1-bb4b6d1ec50f
Nest additional titled <section> elements as needed for any unique content that you want to include in the overview.,Learning overview,55,rng,True,ryffineLearningOverview.rng / ryffineCommonElements.rng,"<define name=""learningOverviewbody""> / <define name=""section"">","<zeroOrMore>\n        <ref name=""section""/>\n      </zeroOrMore> (in learningOverviewbody)\n\n<element name=""section"">\n    <ref name=""id-atts""/>\n    <ref name=""title""/>\n    ...\n  </element>",False,299,e1b5ea1a-8199-4679-9536-93ad51014de9
The agenda map will automatically end the overview topic with an auto-generated section that lists the contents (tasks) covered within the training.,"Learning overview, Map",55,semantic,False,,,,False,300,7a668499-4a20-4161-ac9a-9d5fe3cfbfe6
"Writing overview objectives: Format: 'Given CONDITION, the learner will be able to BEHAVIOR to STANDARD.'",Learning overview,56,semantic,False,,,,False,301,0cf64c4f-ce1f-4eb6-bd73-d2bff90c2347
"Writing overview objectives: List circumstances for behavior, describe what user must know/do & how demonstrated, use measurable action verbs, specify criteria for performance.",Learning overview,56,semantic,False,,,,False,302,d1911cb2-484e-4a04-bd91-2b08f8161435
"To ensure consistent behavioural objectives, Ryffine maintains a master list; conref each objective from this collection file into <ph> elements within <lcObjective> elements.",Learning overview,56,semantic,False,,,,False,303,1840ab1a-fe6f-44d9-8f88-6d32b6088478
"Block Elements: Nest within topic body elements (e.g. <conbody>), topic-specific elements (e.g. <context>), or other block elements.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",58,rng,True,ryffineCommonElements.rng,"<define name=""p""> (example)","<mixed>\n        <zeroOrMore>\n          <choice>\n            <ref name=""common.inline""/>\n            <ref name=""common.block""/>\n          </choice>\n        </zeroOrMore>\n      </mixed>",False,304,699b78c9-d088-4d45-b2d8-84dda82d2872
"Select block element that fits content structure best. Do not simply use paragraphs, for example, when other tagging is more appropriate.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",58,semantic,False,,,,False,305,ae99611c-6683-48f3-ad37-20d1d1837e33
Notes: Provides information that deserves special emphasis but does not involve physical danger. Cautions: Informs users that failure to perform or avoid a specific action can result in a loss of data.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",58,semantic,False,,,,False,306,fbf23ef6-53d9-4fba-9de8-5606178b05ed
"Guidelines for notes/cautions: Use sparingly. Do not use if info no more important than other topic info. Try not to place directly after <title>. Minimize use in task steps, lists, tables.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",59,semantic,False,,,,False,307,59dd2682-2838-40d5-979e-6e56b77a321a
"Guidelines for notes/cautions: Limit length to single paragraph (must be <p> inside <note>). If more, create separate section/topic. Start each <note> with a block element (i.e., <p>). Block-level elements (e.g., <ul>, <ol>) may be nested within a note's <p>, but sparingly. Do not follow note with caution or caution with note.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",59,rng,True,ryffineCommonElements.rng,"<define name=""note"">","<element name=""note"">\n      <optional>\n        <attribute name=""type"">\n          <choice>\n            <value>note</value>\n            <value>caution</value>\n            <value>warning</value>\n            <value>tip</value>\n            <value>important</value>\n          </choice>\n        </attribute>\n      </optional>\n      <oneOrMore> <!-- Ensures <note> has content, and it must be <p> -->\n        <ref name=""p""/>\n      </oneOrMore>\n    </element>",False,308,8710e366-cf0c-467e-9330-24ba613f71b2
"To create a note, use <note> element with @type attribute omitted or with @type attribute set to 'note'.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",59,rng,True,ryffineCommonElements.rng,"<define name=""note"">","<optional>\n        <attribute name=""type"">\n          <choice>\n            <value>note</value>\n            ...\n          </choice>\n        </attribute>\n      </optional>",False,309,4ffff0f7-da00-4802-99e5-9a5cb6396968
"To create a caution, use <note> element with @type attribute set to 'caution'.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",59,rng,True,ryffineCommonElements.rng,"<define name=""note"">","<optional>\n        <attribute name=""type"">\n          <choice>\n            ...\n            <value>caution</value>\n            ...\n          </choice>\n        </attribute>\n      </optional>",False,310,f4025d4e-5d2c-4717-a243-e600035c3351
"Application messages should be paraphrased rather than shown in screenshots or quoted in full. Do not refer to as alerts, error messages, message boxes, or prompts. 'Error message' is acceptable in technical documentation when describing types.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",60,semantic,False,,,,False,311,3e12c989-8730-4d11-b15c-c7877ba0bf71
"Application messages are not documented with screen captures. They must include: The message paraphrased, An explanation of the message, The situation causing the message to occur.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",60,semantic,False,,,,False,312,6df40008-f1b7-41fb-95d2-c2cb977526ea
"Writing paragraphs: Limit each paragraph to one idea. Keep paragraphs short (3-5 sentences). Break up long blocks of text with figures, lists, tables. Start paragraphs with more general information and move to specific.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",60,semantic,False,,,,False,313,5930376f-5c11-4455-a27d-bbe82991fe0a
"Introductory paragraphs: If paragraph could not be reused without following info, nest associated element(s) within <p>. If <p> stands on its own and content not logically associated, end <p> before including info.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",60-61,semantic,False,,,,False,314,284cbac0-b9b6-4615-859d-a539a3bed19e
"Include <p> tags on all paragraphs in <consequence>, <context>, <desc>, <example>, <glossdef>, <howtoavoid>, <note>, <postreq>, <prereq>, <section>, even if element has only one paragraph.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",61,rng,True,ryffineCommonElements.rng,"(This is enforced by how elements like <context>, <note>, <section> in their respective RNGs or common RNGs require <p> or allow block content that would typically be <p>)",,False,315,72b8dd0c-f390-488a-82f6-c038cb5bb3ef
"Creating lists: Omit unnecessary introductions. Use parallel structure. If one list item starts with verb, all do; if one is complete sentence, all are.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",62,semantic,False,,,,False,316,b0fe7a33-a6dd-4220-84d6-161dbfc4110e
"Creating lists: Include all common information from list items in introductory sentence. If intro sentence ends with colon, do not close <p> before list. If list not logically part of preceding <p>, close <p> first; <p> should end with period, all list items should be complete sentences.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",62,semantic,False,,,,False,317,cb262b8a-e058-4e03-b48a-1f8c23fd76db
"Creating lists: Use complete sentences to introduce list. Do not introduce lists within prerequisite sections. Unless in reference topic, limit items to fewer than nine.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",62,semantic,False,,,,False,318,bfbdd414-b999-4969-bd6d-d012ef5a1f87
Choosing list type: Use unordered list for non-sequential (bullets). Use ordered list if sequence important (numbers). Use definition list for concepts/glossary terms (not UI). Use field definition table for UI fields.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",62,semantic,False,,,,False,319,d5ddd39e-3cdd-4a0c-a48e-f23a1fc4bb35
"No list element needed if list of three or less, single-word items. Ryffine uses three list types: unordered, ordered, and definition.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",62,rng,True,ryffineCommonElements.rng,"<define name=""ul""> / <define name=""ol""> / <define name=""dl"">",(These list types are defined),False,320,58486b79-1282-4d0e-903b-ac9e97e825ae
"Bulleted Lists Structure: <ul> (required), <li> (one or more list elements). <li> elements can contain text/inline, <p> for continuation, <note> for note within <li>.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",63,rng,True,ryffineCommonElements.rng,"<define name=""ul""> / <define name=""li"">","<element name=""ul"">\n      <ref name=""id-atts""/>\n      <oneOrMore>\n        <ref name=""li""/>\n      </oneOrMore>\n    </element>\n\n<element name=""li"">\n      <oneOrMore>\n        <choice>\n          <ref name=""p""/>\n          <ref name=""ul""/>\n          <ref name=""ol""/>\n          <ref name=""note""/>\n        </choice>\n      </oneOrMore>\n    </element>",False,321,f053037c-f60e-44d5-98ae-b0e7d20085c1
"Writing Bulleted Lists: Keep items short/simple. Arrange logically (e.g., alphabetically). Indicate how items relate. Clarify if list comprehensive or subset. Begin each item with capital letter. Parallel structure. Use for multiple items. No 'and'/'or' conjunctions. No commas at end. Period at end if complete sentence. If one item needs punctuation, all do.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",63,semantic,False,,,,False,322,39eb6f46-d1ba-4f88-9201-ee8451b3dca3
Ordered Lists: Do not use to document task steps in concept/reference topic; use task topic and <step>. Avoid imperative verbs. Use to document processes (clarify actor). Don't use if stem sentence refers to specific number of items. Only use if sequence/priority important. Begin each item with capital letter. Parallel structure. Use for multiple items.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",64,semantic,False,,,,False,323,7e581966-a26e-4ff5-97fb-5b259387380b
Definition lists: Not for list of UI field labels. Structure: <dl> element contains <dlentry> pairs (consisting of <dt> and <dd>).,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",65,rng,True,ryffineCommonElements.rng,"<define name=""dl""> / <define name=""dlentry""> / <define name=""dt""> / <define name=""dd"">",(These elements and their structure are defined),False,324,68bbf739-595f-498b-9533-1b171773f7c2
Definition lists: Do not use <dl> as way of nesting 'sections' in <section> elements.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",66,semantic,False,,,,False,325,71318cc8-3fca-4a1a-9122-4678b16bdccf
"Field definition tables: Use <simpletable> if info can be presented with regular columns/rows, no merged cells; else <table>. For <simpletable>, set keycol attribute to 1 for row headers. For <table>, set rowheader attribute to firstcol.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",67,rng,True,ryffineCommonElements.rng,"<define name=""simpletable""> / <define name=""table"">","<optional>\n      <attribute name=""keycol"">\n        <data type=""positiveInteger""/>\n      </attribute>\n    </optional> (in simpletable)\n(rowheader for table is a convention not directly in RNG but part of CALS table model it inherits)",False,326,aa5ae80e-702e-4c15-adbc-93304cdf2152
"Nested lists: Can nest any type of list within any other, but no more than two levels deep. Nest <li> elements in other <li> elements.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",69,rng,True,ryffineCommonElements.rng,"<define name=""li"">","<oneOrMore>\n        <choice>\n          <ref name=""p""/>\n          <ref name=""ul""/>\n          <ref name=""ol""/>\n          <ref name=""note""/>\n        </choice>\n      </oneOrMore>\n(This allows nesting ul/ol inside li. Two levels deep is a best practice/convention not strictly RNG enforced.)",False,327,15b51e53-38cc-4b00-be9f-c856392e3e38
"Reusing list items: Do not insert list in middle of sentence. Do not write list items to complete introductory sentence. Include closing punctuation only if all items are complete sentences. Can nest block elements (paragraphs, notes) in <li>, but limit use. Capitalize first word in each <li> (unless command). When including list in collection file, give each <li> unique ID.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",69-70,semantic,False,,,,False,328,425cdd02-dd47-4316-8000-4fc67e5d84a9
"Adding static graphics: Nest in <image> elements, using @href. Can embed <alt> tag within <image> for alternate content.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",70,rng,True,ryffineCommonElements.rng,"<define name=""image"">","<element name=""image"">\n      <attribute name=""href"">\n        <data type=""string""/>\n      </attribute>\n      <optional>\n        <ref name=""alt""/>\n      </optional>\n    </element>",False,329,3585b365-4d05-4879-8065-0a427299dc17
"If cross-referencing graphic, nest <image> in <fig> container, along with <title>. Can include <ol> to define callouts or <desc> for additional info.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",70,rng,True,ryffineCommonElements.rng,"<define name=""fig"">","<element name=""fig"">\n      <ref name=""id-atts""/>\n      <optional>\n        <ref name=""title""/>\n      </optional>\n      <optional>\n        <ref name=""desc""/>\n      </optional>\n      <ref name=""image""/>\n    </element>",False,330,839d4f90-bccd-4ec2-a221-2e12b996fd73
"<fig> elements: <title> (for figure title), <desc> (additional information about graphic/media), <image>.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",70-71,rng,True,ryffineCommonElements.rng,"<define name=""fig"">","<optional>\n        <ref name=""title""/>\n      </optional>\n      <optional>\n        <ref name=""desc""/>\n      </optional>\n      <ref name=""image""/>",False,331,0d1aca93-59dd-46a1-84f1-87ea72211bd7
Use <image> tags outside of <fig> elements for any graphics not cross-referenced or associated with additional information.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",71,semantic,False,,,,False,332,54071e55-6365-4b79-a1e1-ace3c3a78c28
Adding Hotspots to Images: Embed <image> in an <imagemap> element. <imagemap> defines linkable areas.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",71,semantic,False,,,,False,333,16fdc6dc-040f-46c6-9299-37c5934d7b8c
"<imagemap> elements: <image> (base image), <area> (multiple, defines each clickable region).","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",71,semantic,False,,,,False,334,cabb72ca-5f63-4593-b82c-16de644f3065
"<area> element must include three additional elements: <shape>, <coord>, and <xref>.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",71-72,semantic,False,,,,False,335,a7a33348-77cb-44f1-858d-60384644efb9
"<shape> value must be one of: rect, circle, or poly.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",72,semantic,False,,,,False,336,c27b9c32-b339-427a-a998-4672157b30f4
"Adding Animations and Videos: Use <object> element with classid, data, type attributes.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",72-73,semantic,False,,,,False,337,79525c53-741c-4f5c-822b-70134c0926c9
"Nest <param> element within <object> for required parameters: name='src' value='file location', name='autostart' value='true|false'.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",73,semantic,False,,,,False,338,2ca5260d-2970-4bc1-a819-b8be54905387
"Can choose to include <object> alone, or nest within <fig> to associate <title> or other content. Can nest <desc> in <object> for alternative text.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",73,semantic,False,,,,False,339,5ddbfcce-c92f-424a-bb11-093c4ef407e7
"Placing/Formatting Graphics: Default placement within current text margins. To override and place on left page margin, set @expanse attribute on <fig> to 'page'.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",74,semantic,False,,,,False,340,272dfd5e-cf88-4457-a582-2f1daed6909f
"If image smaller than column-width, it will be centered in horizontal space. Size images appropriately using graphics tools, not DITA scaling.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",74,programmatic,False,,,,False,341,03ef4142-dcc8-47cc-90de-76210b7321e8
Defining callouts (using simple tables): Embed a two-column <simpletable> within <fig> element.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",74,rng,True,ryffineCommonElements.rng,"(fig can contain table, and simpletable is a type of table. This is loose enforcement by combining elements)",,False,342,aee4706c-d0d6-4d72-a5a2-5a44c3bffb97
<simpletable> for callouts: One <strow> for every callout. First <stentry> in each row blank (stylesheet auto-numbers). Second <stentry> for information corresponding to callout.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",75,rng,True,ryffineCommonElements.rng,"<define name=""simpletable""> / <define name=""strow""> / <define name=""stentry"">",(The structure of simpletable allows this.),False,343,6f331173-d5c6-4853-b410-422b3aff7550
Syntax diagrams: Nest <syntaxdiagram> (main container) inside a <refsyn> element.,Reference,75-76,rng,False,,,,False,344,0f0ee24f-3ca6-45e4-8c1d-cbd77129bc0e
"Syntax diagram elements: <synblk> (organizes pieces, one per command form), <groupseq> (ordered keywords/args), <groupcomp> (unordered), <groupchoice> (options; use <kwd>/<var> or <groupseq>/<groupcomp>), <kwd> (command name/keywords; set importance='optional' for optional), <sep> (for space), <var> (arguments; importance='optional' for optional).",Reference,76,rng,False,,,,False,345,f36b3cc5-8906-4ceb-bd21-b8478307307a
Equations: Defined directly in DITA file using embedded MathML editor. DITA DTDs specialized for these elements.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",77,semantic,False,,,,False,346,0903d350-7364-4571-aa9c-fc1b420c2499
"Equation elements: <equation> (container), <title> (numbers equation, text ignored by stylesheet), <desc> (optional extra info), <math> (container for MathML namespace/elements).","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",78,rng,False,,,,False,347,a629ec1c-0c0d-4d77-aa51-96496dccc939
Building tables: Use authoring tool's table features to create CALS table type (unless choicetable in task).,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",78,semantic,False,,,,False,348,7feb34d6-b94b-4470-aeac-27e4a8b83d18
Include <title> element immediately after <table> if want to cross-reference or for auto-numbering.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",78,rng,True,ryffineCommonElements.rng,"<define name=""table"">","<optional>\n        <ref name=""title""/>\n      </optional>",False,349,8943743f-0219-4dea-8d45-49a72f7b6838
Include <desc> element after <title> (if present) for additional info associated with table (renders before table).,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",78,rng,True,ryffineCommonElements.rng,"<define name=""table"">","<optional>\n        <ref name=""desc""/>\n      </optional>",False,350,ec7b935f-a232-425f-a682-9e0325f65623
"Writing Table Text: Write content in cells of same column in parallel structure. Arrange table logically by first column content. Ensure column headings clearly represent content type. Use title case for all column headings. Keep cell contents brief. Can include most block/inline elements, but do not nest tables.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",79,semantic,False,,,,False,351,58f89b8e-315d-4af6-a79d-b0b46968b757
Adding Table Notes to Tables: Use <fn> element. Embed text and tag at point where reference occurs. Stylesheet compiles list immediately following table. Do not use <fn> element outside of a table.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",79,semantic,False,,,,False,352,e52380b0-f922-47f1-82ae-9505c1051d96
"To reference same table footnote multiple times, assign @id attribute to <fn> at first occurrence. Reference with <xref> to footnote specifying type='fn'.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",79,rng,True,ryffineCommonElements.rng,"<define name=""xref"">","<optional>\n        <attribute name=""type"">\n          <choice>\n            ...\n            <value>fn</value>\n            ...\n          </choice>\n        </attribute>\n      </optional>",False,353,53b36479-04ef-4680-9926-a0051980f496
"Adding table notes steps: Add final row spanning table width. Add <note> item to row. If only one note, type in <note>. If multiple, embed <ol> and <li> for each note. At locations for note refs, add empty <fn/> element.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",79-80,semantic,False,,,,False,354,961ea794-9b73-48d4-962f-810e67cb5d17
"Formatting Table Cells: Use @align attribute on <entry> for horizontal alignment (left, center, right, justify; left default). Use @valign attribute on <entry> for vertical alignment (top, center, bottom; top default).","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",80,rng,True,ryffineCommonElements.rng,"<define name=""entry"">","(These attributes are standard CALS table model attributes that <entry> can have, not explicitly listed but implied by CALS table model.)",False,355,a4f339ee-87d9-4122-bf56-ef6ecbfd0224
Set @pgwide attribute to '1' on <table> element to allow table to fill entire page width.,"Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",80,semantic,False,,,,False,356,fac3b9e9-6841-48e7-ac5d-3290d0e749fb
"Spanning rows or columns: To span cell across multiple rows, use @morerows attribute in <entry> of first cell (number of additional rows). Omit <entry> for that column in subsequent spanned rows.","Task, Concept, Reference, Troubleshooting, Glossary terms, Learning overview, Scripts, Field definitions",80,rng,True,ryffineCommonElements.rng,"<define name=""entry"">","<optional>\n        <attribute name=""morerows"">\n          <data type=""nonNegativeInteger""/>\n        </attribute>\n      </optional>",False,357,d8075769-e767-439b-a662-c0010df006c5
